#INFO	-ref=VIZ5b6c970a1bd80	
#Name: J/A+A/468/1115/table1
#Title: Thorium and argon line list
#Column	Lambda	(F11.6)	Vacuum wavelength	[ucd=em.wl]
#Column	e_Lambda	(F9.6)	Uncertainty on wavelength	[ucd=stat.error]
#Column	Intensity	(I7)	Line peak intensity (in e^-^)	[ucd=phot.flux.density]
#Column	preLambda	(F11.6)	Unkwn Previously-known wavelength	[ucd=em.wl]
#Column	ID	(a6)	Line identification (1)	[ucd=phys.atmol.ionStage]
Name,Obs_Wave,Obs_Unc,Rel_Intensity,Matched_Wave
ThI,4614.896339,0.000148,106359,4614.896743
NoID,4614.984612,0.000216,2209,4614.985533
Unkwn,4615.075343,0.000989,839,
ThII,4615.167210,0.000163,1302,4615.167873
ThII,4615.270594,0.000159,1811,4615.271073
Unkwn,4615.404954,0.001250,4726,
Unkwn,4615.458434,0.001551,2180,
ThI,4616.317024,0.000147,60458,4616.316770
ThI,4616.626898,0.000145,102837,4616.626836
NoID,4616.745988,0.000176,1075,4616.746129
NoID,4616.920633,0.004753,1696,4616.923066
ThI,4616.962253,0.002614,3089,4616.963631
NoID,4617.176828,0.000149,6590,4617.176719
ThI,4617.745579,0.000148,9377,4617.745456
ThI,4618.590762,0.000151,2001,4618.589703
NoID,4619.200086,0.000148,3264,4619.199968
Unkwn,4619.552854,0.001438,784,
Unkwn,4619.620301,0.001043,1188,
Unkwn,4620.060654,0.000197,650,
ThII,4620.772445,0.000143,26728,4620.773297
ThII,4620.855292,0.000167,9039,4620.855438
ThI,4620.922102,0.000506,1772,4620.920329
ThI,4621.536617,0.000143,27206,4621.534947
ThI,4621.742334,0.000143,18759,4621.741729
ThI,4621.968309,0.000324,4352,4621.968481
Unkwn,4622.024167,0.000728,1155,
ThI,4622.368637,0.000143,28084,4622.368167
ThI,4622.457425,0.000140,111741,4622.457245
Unkwn,4622.885009,0.000809,843,
ThI,4622.952632,0.000155,4737,4622.949938
NoID,4623.415871,0.000145,7915,4623.415545
Unkwn,4624.031643,0.000793,1709,
Unkwn,4624.095896,0.001360,598,
Unkwn,4624.148462,0.001938,563,
ThI,4624.411473,0.000230,9391,4624.411794
ThI,4624.468269,0.000540,2590,4624.467846
ThII,4625.186042,0.000150,3826,4625.186132
ThI,4625.344073,0.000160,1201,4625.343114
ThII,4625.432082,0.000150,4516,4625.431601
ThI,4625.609513,0.000147,50501,4625.609183
Unkwn,4625.788096,0.000287,261,
Unkwn,4625.876190,0.000195,651,
NoID,4625.974139,0.000152,6097,4625.972862
Unkwn,4626.236976,0.000177,813,
ThII,4626.348499,0.000154,4364,4626.349163
ThI,4626.570473,0.000154,8575,4626.570160
ThI,4626.790192,0.000154,14211,4626.789316
Unkwn,4627.817077,0.000159,723,
ThII,4627.902517,0.000962,695,4627.903100
Unkwn,4627.960977,0.000767,953,
ThI,4628.594035,0.000135,59291,4628.593960
ThI,4629.498074,0.000134,104220,4629.497668
ArI,4629.737301,0.000134,264299,4629.736821
ThII,4630.304963,0.000146,1088,4630.303875
ThI,4630.498696,0.000139,2188,4630.496068
NoID,4630.584834,0.000432,903,4630.584280
NoID,4630.670102,0.000136,3870,4630.671616
Unkwn,4630.990630,0.000589,506,
ThII,4631.065873,0.000136,3210,4631.065667
Unkwn,4631.151483,0.001442,550,
Unkwn,4631.208655,0.003045,254,
ThI,4631.464151,0.000137,1953,4631.463775
Unkwn,4631.573755,0.001022,582,
ThII,4631.650808,0.000668,1017,4631.651989
ThI,4632.319159,0.000133,6113,4632.318927
NoID,4632.425876,0.000308,2104,4632.427423
NoID,4632.494246,0.000137,3649,4632.493540
ThII,4632.646039,0.000139,1545,4632.645718
ThI,4632.939594,0.000132,35522,4632.939264
ThII,4633.059077,0.000131,56786,4633.058822
ThI,4633.332912,0.000143,1164,4633.334474
NoID,4633.825794,0.000479,1382,4633.827427
Unkwn,4633.894468,0.001872,309,
Unkwn,4634.836247,0.000140,1294,
ThI,4634.916216,0.000130,29022,4634.916181
ThI,4635.062763,0.000130,107410,4635.063362
ThII,4635.134442,0.000131,18324,4635.133400
NoID,4635.318143,0.000136,1804,4635.321375
ThI,4635.903764,0.000133,2285,4635.902693
NoID,4635.996282,0.000135,1696,4635.997086
Unkwn,4636.567867,0.000157,739,
Unkwn,4636.712447,0.000136,1732,
Unkwn,4637.699687,0.000169,418,
NoID,4637.779349,0.000552,777,4637.779023
Unkwn,4637.837472,0.001252,359,
ThI,4639.237786,0.000129,3153,4639.237038
ThI,4639.424373,0.000127,25258,4639.424766
Unkwn,4639.898058,0.000350,908,
ThI,4639.983545,0.000126,184382,4639.983883
NoID,4640.213983,0.000147,1252,4640.216391
ThII,4640.394527,0.000137,1405,4640.392117
Unkwn,4640.493658,0.000578,944,
NoID,4640.661377,0.000143,922,4640.660910
ThI,4640.817791,0.000125,23045,4640.818019
ThII,4641.003371,0.000127,13241,4641.002901
Unkwn,4641.058189,0.000607,1154,
ThI,4641.152716,0.000348,12932,4641.153377
ThI,4641.194095,0.000297,16087,4641.194864
Unkwn,4641.850895,0.000196,477,
Unkwn,4641.931652,0.000150,692,
NoID,4642.900924,0.000129,1820,4642.899294
NoID,4642.984533,0.000132,1384,4642.985888
ThII,4643.352750,0.000148,1569,4643.353987
Unkwn,4643.452143,0.000124,11654,
Unkwn,4644.118489,0.000325,607,
Unkwn,4644.186959,0.000139,1183,
NoID,4644.771904,0.000167,1236,4644.771671
ThI,4644.856117,0.000122,26710,4644.856868
Unkwn,4645.164732,0.000151,904,
Unkwn,4645.632576,0.000141,853,
ThI,4646.007564,0.000121,34770,4646.007753
NoID,4646.215371,0.000794,848,4646.215932
Unkwn,4646.274911,0.001210,528,
NoID,4646.673711,0.000231,1012,4646.676695
ThII,4646.801637,0.000134,1226,4646.801065
ThI,4647.986550,0.000159,60300,4647.987156
NoID,4648.278715,0.000165,2722,4648.279085
ThI,4648.368350,0.000163,4599,4648.368235
ThI,4648.551422,0.000155,135864,4648.552185
Unkwn,4648.792064,0.000161,13776,
NoID,4649.476156,0.000168,1178,4649.476199
NoID,4649.651942,0.000160,3372,4649.652908
NoID,4649.748800,0.000160,3185,4649.751429
Unkwn,4650.350617,0.000162,2242,
NoID,4650.837883,0.000177,1289,4650.839222
ThI,4651.279346,0.000154,15798,4651.279657
ThI,4651.536632,0.000154,102395,4651.536298
Unkwn,4651.595283,0.000350,4847,
ThI,4651.931438,0.000154,5876,4651.932393
ThII,4652.122631,0.000152,11438,4652.122058
ThI,4652.366171,0.000288,7633,4652.365741
ThI,4652.419724,0.000253,9073,4652.419333
Unkwn,4652.680776,0.000149,4790,
ThII,4653.291867,0.000148,36879,4653.292029
ThII,4653.720311,0.000160,1116,4653.721255
Unkwn,4653.827024,0.000173,780,
Unkwn,4653.924958,0.000164,941,
Unkwn,4654.391753,0.000186,815,
Unkwn,4654.483820,0.000158,1656,
Unkwn,4654.609288,0.000151,3749,
ThI,4655.309251,0.000147,6676,4655.308744
Unkwn,4655.389420,0.000159,1652,
Unkwn,4656.103732,0.000162,928,
ThI,4656.336539,0.000145,12568,4656.335525
NoID,4656.516182,0.000143,41894,4656.515986
NoID,4657.486474,0.000145,6555,4657.488483
Unkwn,4657.773106,0.000877,598,
ThI,4657.855794,0.000144,14578,4657.855544
ThI,4658.006998,0.000493,3144,4658.005813
Unkwn,4658.065514,0.001494,1333,
Unkwn,4658.160555,0.001012,882,
NoID,4659.683518,0.000150,9762,4659.682489
Unkwn,4660.193443,0.002938,206,
Unkwn,4660.266943,0.000766,952,
Unkwn,4660.509041,0.000211,585,
ThI,4660.763184,0.000169,1466,4660.763030
ThI,4660.874857,0.000148,36636,4660.874362
ThI,4661.346889,0.000583,2176,4661.345467
Unkwn,4661.403683,0.001433,733,
ThI,4661.563165,0.000154,4120,4661.562933
NoID,4661.699287,0.000153,13184,4661.698815
ThI,4661.859368,0.000158,1341,4661.856765
Unkwn,4662.682065,0.001543,1258,
Unkwn,4662.728841,0.001389,1870,
Unkwn,4662.805140,0.001606,508,
ThI,4662.899018,0.000139,4292,4662.898634
NoID,4663.009407,0.000142,2250,4663.009002
NoID,4663.266123,0.000144,1660,4663.265744
Unkwn,4663.471595,0.000150,1117,
NoID,4663.605447,0.000149,1472,4663.602005
NoID,4663.685188,0.000150,1513,4663.686568
ThI,4663.899318,0.000136,20891,4663.898879
ThI,4664.508421,0.000135,385958,4664.508035
Unkwn,4665.152616,0.000155,827,
Unkwn,4665.621675,0.000161,628,
ThI,4666.094852,0.000137,3804,4666.093334
ThI,4666.276708,0.000134,22938,4666.276295
Unkwn,4666.728258,0.000568,1700,
ThI,4666.793782,0.000630,1328,4666.793619
NoID,4666.975588,0.000937,3389,4666.976177
ThI,4667.022818,0.000262,14224,4667.022375
ThII,4667.311352,0.000133,51790,4667.311253
NoID,4667.395451,0.000137,3458,4667.398978
Unkwn,4667.567487,0.000141,1756,
ThI,4667.822512,0.000133,172475,4667.822139
ThI,4668.105237,0.000133,188540,4668.104885
ThII,4668.300826,0.000134,4254,4668.300622
NoID,4668.663170,0.000143,1360,4668.661302
Unkwn,4668.761729,0.000163,1393,
Unkwn,4668.849876,0.001167,1498,
Unkwn,4668.890032,0.002617,655,
NoID,4669.227936,0.000133,6489,4669.227685
ThI,4669.478189,0.000132,306037,4669.478374
ThII,4669.668325,0.000138,1826,4669.669233
NoID,4670.243993,0.000137,1639,4670.246242
NoID,4670.573972,0.000134,2937,4670.574328
NoID,4670.663325,0.000131,12055,4670.663157
ThI,4670.974464,0.000131,9146,4670.972995
NoID,4671.043676,0.000697,857,4671.045847
ThI,4671.291494,0.000130,441807,4671.291451
Unkwn,4671.373874,0.000350,2032,
ThI,4672.142288,0.000131,4816,4672.142034
ThI,4672.251288,0.000130,18026,4672.251596
Unkwn,4673.031010,0.000918,902,
Unkwn,4673.094003,0.001659,431,
Unkwn,4673.646470,0.000144,2185,
ThI,4673.745385,0.000129,10934,4673.745110
Unkwn,4673.825429,0.000780,966,
Unkwn,4673.898088,0.009395,436,
ThI,4673.941522,0.001056,1736,4673.942325
Unkwn,4675.530670,0.000226,542,
NoID,4676.339354,0.000129,3048,4676.340425
Unkwn,4676.423695,0.000137,1205,
ThII,4676.594192,0.000146,890,4676.593803
ThI,4676.684475,0.000126,41431,4676.684677
ThI,4677.364060,0.000125,339939,4677.364341
ThI,4677.445080,0.000125,32863,4677.445247
Unkwn,4677.750771,0.000988,469,
ThII,4677.817167,0.000143,1452,4677.816554
ThI,4678.280666,0.000125,25164,4678.281198
NoID,4678.349749,0.000204,1376,4678.350864
Unkwn,4681.233398,0.000159,636,
ThI,4681.547252,0.000122,60452,4681.547668
ThI,4681.701199,0.000122,16824,4681.701639
ThI,4681.899184,0.000245,8879,4681.900316
ThII,4681.955327,0.000140,38016,4681.956125
Unkwn,4682.431717,0.000156,3239,
ThI,4682.526627,0.000149,12715,4682.527843
ArII,4682.806756,0.000151,4314,4682.807154
ThI,4684.041023,0.000146,6272,4684.042832
NoID,4684.484962,0.000152,8191,4684.487209
ThI,4684.662319,0.000138,142050,4684.662507
NoID,4685.399276,0.001417,2688,4685.398299
ThII,4685.437625,0.001145,3073,4685.437244
ThI,4685.949566,0.000143,3443,4685.948548
NoID,4686.121948,0.000146,1849,4686.123978
NoID,4686.385278,0.000144,2298,4686.385665
Unkwn,4686.574111,0.000173,531,
Unkwn,4686.689985,0.000351,1950,
Unkwn,4686.753120,0.001650,516,
ThII,4686.809911,0.000676,1663,4686.809816
Unkwn,4686.963289,0.000156,658,
ThII,4687.142414,0.000144,1792,4687.142342
ThI,4687.506235,0.000126,627656,4687.506160
ThII,4687.883643,0.000140,3577,4687.883154
NoID,4688.746749,0.000169,1495,4688.744276
ThII,4689.589626,0.000139,2311,4689.588933
ThI,4689.772331,0.000121,2949,4689.771212
ThII,4690.481904,0.000132,53614,4690.481967
ThI,4690.564317,0.000129,182616,4690.564184
ThII,4691.646846,0.000135,4430,4691.646969
ThI,4691.935016,0.000127,226161,4691.934655
ThI,4692.207963,0.000134,5796,4692.207802
ThII,4692.362427,0.000133,10166,4692.364457
ThI,4692.658433,0.000132,34851,4692.658133
ThI,4692.812015,0.000131,50918,4692.811669
ThI,4693.197957,0.000134,9870,4693.197292
Unkwn,4693.779301,0.000199,536,
NoID,4694.844674,0.000147,1278,4694.843594
ThII,4695.405209,0.000132,193858,4695.405081
ThI,4695.790255,0.000311,3666,4695.790271
Unkwn,4695.854877,0.000581,1485,
ThII,4696.235372,0.000139,34087,4696.234762
ThI,4696.352129,0.000128,785753,4696.351963
ThI,4696.768425,0.000141,60046,4696.768236
Unkwn,4697.708837,0.000980,867,
Unkwn,4697.783560,0.000772,1072,
NoID,4698.126349,0.000153,9364,4698.126774
ThI,4698.528521,0.000142,2853,4698.527245
ThI,4698.910125,0.000142,2586,4698.909746
ThI,4700.045448,0.001224,3407,4700.044831
ThII,4700.085670,0.001283,2879,4700.084196
Unkwn,4700.403717,0.000153,1040,
Unkwn,4700.496133,0.000158,817,
ThI,4702.086566,0.000135,31806,4702.086497
ThI,4702.701123,0.000139,2474,4702.701180
NoID,4702.786412,0.000156,2224,4702.782677
NoID,4703.159586,0.000135,8818,4703.159898
ThI,4703.239788,0.000138,3200,4703.238734
ThI,4703.908239,0.000135,7095,4703.907088
ThI,4704.094480,0.000135,6280,4704.093868
NoID,4705.809970,0.000135,3710,4705.813903
ThII,4705.973228,0.000136,2552,4705.972442
Unkwn,4706.058887,0.000161,953,
Unkwn,4706.207139,0.003136,1566,
Unkwn,4706.249579,0.000750,2604,
ThI,4706.314865,0.000421,1849,4706.313894
Unkwn,4706.387295,0.000763,639,
Unkwn,4706.487778,0.000149,853,
ThII,4706.612610,0.000134,3601,4706.615190
ThII,4706.933773,0.000132,11938,4706.934181
ThII,4707.077212,0.000131,77985,4707.077308
NoID,4707.193566,0.000413,1921,4707.191018
Unkwn,4707.250664,0.000731,848,
ThII,4707.567162,0.000131,15574,4707.567928
NoID,4707.691609,0.000134,2326,4707.691502
NoID,4708.362385,0.000131,8634,4708.362053
Unkwn,4708.902485,0.000141,1032,
ThII,4709.418004,0.000131,6674,4709.417807
ThI,4709.611026,0.000129,125510,4709.611368
Unkwn,4709.742274,0.000133,2713,
Unkwn,4709.955500,0.000171,491,
Unkwn,4710.377137,0.000130,5043,
ThI,4710.685954,0.000132,2498,4710.687520
Unkwn,4710.798928,0.000130,6930,
NoID,4711.938400,0.000134,1655,4711.939313
NoID,4712.012526,0.000138,1168,4712.011294
ArII,4712.141571,0.000127,21544,4712.141807
NoID,4712.310157,0.000128,9488,4712.310232
NoID,4712.643567,0.000136,1340,4712.644188
ThI,4712.737862,0.000127,13629,4712.736624
Unkwn,4712.877692,0.000129,11728,
NoID,4712.961724,0.000500,1406,4712.966418
ThI,4713.235223,0.000131,2114,4713.234355
ThI,4713.323611,0.000127,15608,4713.324037
ThII,4713.710935,0.000127,11731,4713.710573
ThI,4713.799451,0.000126,218818,4713.799940
ThI,4714.158968,0.000126,66864,4714.159441
NoID,4714.287070,0.000129,2834,4714.287095
NoID,4714.426682,0.000139,1127,4714.427491
ThI,4715.109664,0.000184,4195,4715.110256
Unkwn,4715.167855,0.000782,728,
NoID,4715.438112,0.000128,3796,4715.436626
ThI,4715.990864,0.000125,13662,4715.990574
ThII,4716.183984,0.000135,1363,4716.187878
ThII,4716.749637,0.000124,12926,4716.750145
ThI,4717.180757,0.000164,1609,4717.175871
Unkwn,4717.272295,0.001001,1826,
Unkwn,4717.315831,0.001207,1810,
ThI,4717.380790,0.000220,7910,4717.381308
Unkwn,4718.473290,0.000173,434,
ThI,4718.709666,0.000156,18338,4718.710361
Unkwn,4718.802206,0.000209,1081,
NoID,4719.249190,0.000126,2790,4719.249756
Unkwn,4719.613018,0.000146,807,
ThI,4719.834860,0.000154,7867,4719.835453
ThII,4719.936393,0.000153,15317,4719.936614
Unkwn,4720.513773,0.000832,786,
Unkwn,4720.571655,0.000348,2805,
ThI,4720.762245,0.000151,12835,4720.762775
Unkwn,4720.883995,0.000160,753,
ThI,4721.013117,0.000151,10190,4721.013702
Unkwn,4721.241965,0.000668,2536,
Unkwn,4721.300240,0.000244,10884,
Unkwn,4721.351352,0.000832,1526,
NoID,4721.482105,0.000149,12853,4721.482620
NoID,4721.778231,0.000146,53905,4721.779262
ThI,4722.101326,0.000148,20346,4722.101828
ThI,4722.597000,0.000143,122609,4722.597347
ArII,4722.911216,0.000118,91924,4722.911505
ThI,4723.409787,0.000141,159604,4723.409648
Unkwn,4723.741739,0.000507,1494,
ThI,4723.821360,0.000146,10444,4723.821738
ThII,4725.105897,0.000139,187103,4725.105528
ThII,4726.094711,0.000180,21852,4726.094112
ThII,4726.151073,0.000327,5929,4726.150220
NoID,4726.312368,0.000153,1643,4726.310624
ThI,4726.709310,0.000151,1956,4726.706733
ThII,4727.267130,0.000150,2445,4727.264918
ThII,4727.658880,0.000150,4971,4727.658191
ThI,4728.765103,0.000238,4902,4728.764723
Unkwn,4728.855091,0.000406,5032,
Unkwn,4728.927524,0.001347,1497,
NoID,4729.029382,0.000150,4077,4729.028980
ThI,4729.171645,0.000146,17457,4729.171687
ThI,4729.456431,0.000146,32724,4729.455674
ThI,4729.916327,0.000117,4914,4729.916919
ThI,4730.309194,0.000149,12700,4730.308151
ThI,4730.451271,0.000141,343508,4730.451159
Unkwn,4730.958942,0.000174,794,
ThII,4731.202932,0.000151,20374,4731.202636
ThI,4731.415320,0.000152,18981,4731.414983
ThII,4732.204539,0.000156,10988,4732.204926
NoID,4732.519084,0.000159,4527,4732.518996
ArII,4733.377711,0.000163,707966,4733.376656
ThII,4733.995461,0.000174,2437,4733.994259
Unkwn,4734.073544,0.000351,1632,
Unkwn,4734.147300,0.001180,2333,
Unkwn,4734.195206,0.000554,6946,
ThII,4734.348227,0.000174,2126,4734.347074
ThI,4735.369875,0.000139,20220,4735.370003
Unkwn,4735.484406,0.000153,1274,
ThII,4736.088986,0.000147,1679,4736.087043
Unkwn,4736.659218,0.000880,2201,
Unkwn,4736.706203,0.001597,897,
Unkwn,4736.796303,0.000150,1760,
ThII,4737.726039,0.000152,1595,4737.726811
ThI,4737.851298,0.000144,3045,4737.852131
Unkwn,4737.919828,0.000682,568,
ThI,4738.857019,0.000140,5191,4738.855780
ThI,4738.931940,0.000729,2960,4738.932516
ThII,4738.984072,0.000582,3946,4738.983023
ThI,4739.243471,0.000136,16126,4739.242449
Unkwn,4739.395526,0.000151,1169,
NoID,4739.796840,0.000140,2185,4739.795939
ThI,4740.165986,0.000139,3462,4740.165955
Unkwn,4740.230152,0.000751,560,
Unkwn,4740.314350,0.000315,733,
NoID,4740.438008,0.000135,8746,4740.437870
Unkwn,4740.597829,0.000765,798,
NoID,4740.680466,0.000142,2179,4740.681566
Unkwn,4740.816009,0.000142,2308,
ThI,4741.002433,0.000134,204262,4741.002135
ThII,4741.189462,0.000138,2500,4741.189197
NoID,4741.425783,0.000141,1566,4741.425282
NoID,4741.657445,0.000136,3264,4741.656511
ThI,4742.630052,0.000133,50627,4742.630103
ThII,4742.714762,0.000136,4598,4742.710786
ThI,4743.443846,0.000132,89746,4743.443776
NoID,4743.892983,0.000132,21722,4743.893576
Unkwn,4744.219091,0.000154,614,
NoID,4744.357137,0.000143,1103,4744.353928
Unkwn,4745.778190,0.001191,1104,
Unkwn,4745.827941,0.001912,909,
NoID,4745.964974,0.000134,2972,4745.965302
Unkwn,4746.036596,0.000151,1013,
Unkwn,4746.127313,0.000757,2421,
Unkwn,4746.172753,0.001118,1456,
NoID,4746.601793,0.000198,11935,4746.602484
ThI,4746.663768,0.000130,57811,4746.664713
Unkwn,4746.885241,0.000156,790,
ThI,4746.960323,0.000139,2216,4746.957452
Unkwn,4747.027675,0.001857,227,
Unkwn,4747.386216,0.001192,670,
Unkwn,4747.439529,0.000669,1623,
Unkwn,4747.520171,0.000257,1518,
ThII,4748.055983,0.000257,1082,4748.052770
Unkwn,4748.149906,0.000129,19936,
NoID,4748.238217,0.000138,6644,4748.239825
NoID,4748.305153,0.000416,1652,4748.302639
Unkwn,4748.421457,0.000219,504,
NoID,4748.744628,0.000131,3038,4748.742694
Unkwn,4748.885964,0.000593,1646,
ThI,4748.944981,0.000194,9175,4748.945433
ThI,4749.311293,0.000141,913,4749.312367
NoID,4749.441040,0.000134,1602,4749.441007
NoID,4749.733084,0.000128,8647,4749.732577
Unkwn,4749.857170,0.001288,665,
ThII,4749.918922,0.000195,7198,4749.919155
Unkwn,4750.436230,0.000593,1259,
ThI,4750.528053,0.000127,436539,4750.528468
Unkwn,4750.612833,0.000413,2216,
ThI,4751.126516,0.000126,43868,4751.126966
ThI,4751.222089,0.000127,12186,4751.223672
ThI,4751.299513,0.000126,176518,4751.299748
Unkwn,4751.835679,0.001256,625,
Unkwn,4751.887044,0.002831,224,
Unkwn,4752.450479,0.000152,582,
ThII,4752.660256,0.000137,1234,4752.660498
NoID,4752.732515,0.000133,1582,4752.732938
Unkwn,4752.881812,0.000156,561,
NoID,4753.181775,0.000130,2208,4753.184773
NoID,4753.467898,0.000159,820,4753.470317
Unkwn,4753.531712,0.000209,826,
Unkwn,4753.647238,0.000973,621,
ThII,4753.743100,0.000124,260798,4753.743173
ThI,4753.920847,0.000267,8107,4753.920168
Unkwn,4753.974308,0.000785,2094,
Unkwn,4755.143296,0.000141,841,
Unkwn,4755.539462,0.000156,547,
Unkwn,4755.643531,0.000144,830,
ThII,4755.736245,0.000885,999,4755.733518
Unkwn,4755.794435,0.001112,831,
NoID,4756.277364,0.000239,1077,4756.280686
Unkwn,4756.724010,0.000169,3276,
Unkwn,4757.632825,0.000184,429,
ThI,4757.863884,0.000161,7533,4757.864112
ThII,4757.950360,0.000185,2026,4757.948618
ThI,4758.031566,0.000160,12596,4758.032811
NoID,4758.466362,0.000222,4138,4758.465117
ArII,4758.549690,0.000163,44981,4758.549667
Unkwn,4758.632812,0.000631,1857,
ThI,4758.746667,0.000160,3939,4758.747197
NoID,4759.336513,0.000163,27306,4759.337303
ThI,4759.408861,0.000158,56217,4759.409336
ThI,4759.479866,0.000153,100946,4759.480215
ThI,4759.622051,0.000154,27389,4759.622070
NoID,4760.090922,0.000157,2951,4760.089944
Unkwn,4760.522924,0.000157,3691,
ThII,4760.915922,0.000153,3904,4760.916328
ThI,4761.019270,0.000151,13450,4761.019598
ThII,4761.385817,0.000154,700,4761.385249
Unkwn,4761.764892,0.000162,1145,
Unkwn,4761.970194,0.000183,993,
ThII,4762.271079,0.000157,1406,4762.270981
ThII,4762.441172,0.000148,21852,4762.441489
ThII,4763.192638,0.000150,3902,4763.192956
Unkwn,4763.383712,0.000250,614,
Unkwn,4763.561847,0.000278,6599,
Unkwn,4763.634567,0.000816,1414,
ThII,4763.856635,0.000147,9562,4763.856015
Unkwn,4765.058859,0.002552,1019,
NoID,4765.119739,0.000820,3299,4765.120810
Unkwn,4765.297735,0.000375,1112,
ThI,4765.678582,0.000140,297423,4765.678567
ThI,4766.928040,0.000146,105963,4766.927605
Unkwn,4767.176511,0.001326,612,
Unkwn,4767.311466,0.001045,1082,
Unkwn,4767.438486,0.001680,627,
NoID,4767.637113,0.000156,4500,4767.637415
ThI,4767.933902,0.000143,511831,4767.933450
ThII,4768.294788,0.000160,2677,4768.294367
Unkwn,4768.815753,0.000173,1160,
ThII,4769.394537,0.000164,10275,4769.391025
Unkwn,4769.499839,0.000167,9056,
Unkwn,4770.010860,0.000111,71205,
Unkwn,4771.614144,0.001543,691,
Unkwn,4771.720541,0.000786,4428,
Unkwn,4771.778135,0.000593,4188,
NoID,4771.916553,0.000143,7945,4771.915309
Unkwn,4771.990009,0.000472,1983,
ThII,4772.078618,0.001047,1600,4772.078948
ThI,4772.132572,0.000308,7592,4772.132168
Unkwn,4773.201277,0.000169,620,
Unkwn,4773.316127,0.000154,1295,
Unkwn,4773.402424,0.000235,365,
Unkwn,4773.627691,0.000167,610,
Unkwn,4774.130713,0.000141,3855,
Unkwn,4774.293338,0.000160,834,
ThII,4774.439574,0.000141,3275,4774.438778
ThI,4774.575762,0.000138,48589,4774.575599
Unkwn,4776.025545,0.000180,654,
NoID,4776.166565,0.000142,1892,4776.167695
Unkwn,4776.401151,0.000159,792,
Unkwn,4776.527247,0.000200,747,
ThI,4776.648833,0.000137,68064,4776.648159
Unkwn,4776.707167,0.000583,1845,
Unkwn,4776.815244,0.001035,690,
ThI,4776.879076,0.000427,2233,4776.878388
ThI,4777.129584,0.000136,81349,4777.129268
ThI,4777.656547,0.000137,6678,4777.656810
NoID,4778.114839,0.000136,9107,4778.114767
ThI,4778.527373,0.000135,78337,4778.527210
Unkwn,4778.984535,0.000149,2019,
ThI,4779.974108,0.000136,4270,4779.974271
ThII,4780.925907,0.000134,10289,4780.926178
ThI,4780.994645,0.000196,2521,4780.996305
ThI,4781.064724,0.000133,77924,4781.064948
Unkwn,4781.258322,0.000135,5018,
Unkwn,4781.555157,0.000147,892,
Unkwn,4781.969745,0.000149,1100,
ThI,4782.087608,0.000132,34075,4782.087059
