Row,Name,Intensity,Wavelength Ang,Stage,Comment
38689,Thorium,50,3428.622,I,
38690,Thorium,980,3433.998,II,yes
38691,Thorium,770,3435.976,II,yes
38692,Thorium,340,3438.949,II,
38693,Thorium,110,3442.578,I,
38694,Thorium,50,3446.547,I,
38695,Thorium,130,3451.702,I,
38696,Thorium,50,3457.068,I,
38697,Thorium,340,3462.850,II,
38698,Thorium,130,3465.924,II,
38699,Thorium,390,3468.219,II,
38700,Thorium,1300,3469.920,II,yes
38701,Thorium,170,3471.218,I,yes
38702,Thorium,250,3479.173,II,
38703,Thorium,70,3480.052,I,
38704,Thorium,200,3486.552,I,yes
38705,Thorium,100,3489.184,I,
38706,Thorium,270,3493.518,II,
38707,Thorium,70,3496.810,I,
38708,Thorium,130,3498.621,I,
38709,Thorium,70,3503.786,I,
38710,Thorium,50,3506.645,I,
38711,Thorium,110,3511.157,I,
38712,Thorium,140,3518.404,I,
38713,Thorium,70,3521.059,I,
38714,Thorium,70,3526.633,I,
38715,Thorium,140,3531.450,I,
38716,Thorium,670,3539.587,II,yes
38717,Thorium,180,3544.018,I,yes
38718,Thorium,170,3549.595,I,yes
38719,Thorium,140,3551.401,I,
38720,Thorium,200,3555.013,I,yes
38721,Thorium,530,3559.451,II,yes
38722,Thorium,110,3563.375,I,
38723,Thorium,70,3569.820,I,
38724,Thorium,200,3576.557,I,yes
38725,Thorium,100,3583.101,I,
38726,Thorium,170,3589.750,I,
38727,Thorium,270,3592.780,I,yes
38728,Thorium,270,3598.120,I,yes
38729,Thorium,390,3601.034,II,
38730,Thorium,170,3608.377,I,
38731,Thorium,980,3609.445,II,yes
38732,Thorium,200,3612.427,I,yes
38733,Thorium,480,3615.133,II,yes
38734,Thorium,400,3617.118,II,
38735,Thorium,270,3623.970,II,
38736,Thorium,390,3625.627,II,
38737,Thorium,140,3632.831,I,
38738,Thorium,270,3635.943,I,yes
38739,Thorium,70,3638.644,I,
38740,Thorium,210,3642.248,I,yes
38741,Thorium,170,3649.735,I,yes
38742,Thorium,50,3658.808,I,
38743,Thorium,100,3659.629,I,
38744,Thorium,220,3663.202,I,yes
38745,Thorium,140,3668.140,I,
38746,Thorium,280,3669.968,I,yes
38747,Thorium,700,3675.567,II,yes
38748,Thorium,150,3682.486,I,yes
38749,Thorium,50,3688.658,I,
38750,Thorium,100,3690.624,I,
38751,Thorium,170,3692.566,I,yes
38752,Thorium,180,3698.105,I,yes
38753,Thorium,50,3703.229,I,
38754,Thorium,340,3706.767,I,yes
38755,Thorium,280,3711.305,II,
38756,Thorium,590,3719.435,I,yes
38757,Thorium,50,3719.836,I,
38758,Thorium,770,3721.825,II,yes
38759,Thorium,110,3727.902,I,
38760,Thorium,50,3733.672,I,
38761,Thorium,1300,3741.183,II,yes
38762,Thorium,310,3747.539,I,yes
38763,Thorium,650,3752.569,II,yes
38764,Thorium,140,3757.694,I,
38765,Thorium,110,3765.240,I,
38766,Thorium,180,3770.056,I,yes
38767,Thorium,50,3772.649,I,
38768,Thorium,85,3776.271,I,
38769,Thorium,50,3780.966,I,
38770,Thorium,340,3785.600,II,
38771,Thorium,100,3789.167,I,
38772,Thorium,85,3795.386,I,
38773,Thorium,50,3800.197,I,
38774,Thorium,590,3803.075,I,yes
38775,Thorium,50,3807.273,I,
38776,Thorium,340,3813.068,II,
38777,Thorium,50,3818.685,I,
38778,Thorium,75,3825.133,I,
38779,Thorium,450,3828.384,I,yes
38780,Thorium,70,3836.584,I,
38781,Thorium,840,3839.746,II,yes
38782,Thorium,280,3841.960,II,
38783,Thorium,100,3846.887,I,
38784,Thorium,85,3852.135,I,
38785,Thorium,390,3854.511,II,
38786,Thorium,140,3859.840,II,
38787,Thorium,450,3863.405,II,yes
38788,Thorium,100,3869.663,I,
38789,Thorium,210,3875.374,I,yes
38790,Thorium,140,3879.644,I,
38791,Thorium,100,3886.915,I,
38792,Thorium,340,3895.419,I,yes
38793,Thorium,50,3901.661,I,
38794,Thorium,110,3903.102,I,
38795,Thorium,170,3905.186,II,
38796,Thorium,50,3908.750,I,
38797,Thorium,85,3911.909,I,
38798,Thorium,50,3916.417,I,
38799,Thorium,110,3919.023,I,
38800,Thorium,140,3925.093,I,
38801,Thorium,590,3929.669,II,yes
38802,Thorium,200,3932.911,I,yes
38803,Thorium,140,3937.040,II,
38804,Thorium,50,3942.072,I,
38805,Thorium,50,3948.030,I,
38806,Thorium,200,3948.964,II,
38807,Thorium,50,3952.760,I,
38808,Thorium,110,3959.300,I,
38809,Thorium,390,3967.392,I,yes
38810,Thorium,200,3972.155,I,yes
38811,Thorium,150,3980.089,I,yes
38812,Thorium,110,3991.730,I,
38813,Thorium,530,3994.549,II,yes
38814,Thorium,50,3998.061,I,
38815,Thorium,240,4003.309,II,
38816,Thorium,250,4007.021,II,
38817,Thorium,220,4008.210,I,yes
38818,Thorium,220,4009.056,I,yes
38819,Thorium,280,4012.495,I,yes
38820,Thorium,4200,4019.129,II,yes
38821,Thorium,210,4025.656,II,
38822,Thorium,140,4027.009,I,
38823,Thorium,250,4030.842,I,yes
38824,Thorium,250,4036.047,I,yes
38825,Thorium,240,4036.565,II,
38826,Thorium,240,4041.204,II,
38827,Thorium,55,4048.287,I,
38828,Thorium,110,4050.887,I,
38829,Thorium,140,4059.253,I,
38830,Thorium,250,4063.407,I,yes
38831,Thorium,300,4069.201,II,
38832,Thorium,100,4069.461,I,
38833,Thorium,55,4075.503,I,
38834,Thorium,110,4081.368,I,
38835,Thorium,85,4085.434,I,
38836,Thorium,700,4086.520,II,yes
38837,Thorium,70,4088.726,I,
38838,Thorium,700,4094.747,II,yes
38839,Thorium,150,4100.341,I,yes
38840,Thorium,270,4105.330,II,
38841,Thorium,840,4108.421,II,yes
38842,Thorium,240,4112.754,I,yes
38843,Thorium,280,4115.758,I,yes
38844,Thorium,1100,4116.713,II,yes
38845,Thorium,30,4123.600,I,
38846,Thorium,200,4127.411,I,yes
38847,Thorium,110,4131.002,I,
38848,Thorium,340,4132.753,II,
38849,Thorium,200,4134.067,I,yes
38850,Thorium,220,4140.235,II,
38851,Thorium,250,4142.701,II,
38852,Thorium,200,4148.182,II,
38853,Thorium,450,4149.986,II,yes
38854,Thorium,110,4158.535,I,
38855,Thorium,140,4165.766,I,
38856,Thorium,620,4178.060,II,yes
38857,Thorium,250,4179.714,II,
38858,Thorium,30,4184.138,I,
38859,Thorium,130,4193.017,I,
38860,Thorium,620,4208.890,II,yes
38861,Thorium,130,4210.923,I,
38862,Thorium,28,4214.828,I,
38863,Thorium,55,4220.065,I,
38864,Thorium,55,4227.387,I,
38865,Thorium,30,4230.824,I,
38866,Thorium,85,4235.463,I,
38867,Thorium,20,4241.094,I,
38868,Thorium,30,4247.989,II,
38869,Thorium,110,4253.538,I,yes
38870,Thorium,70,4256.254,I,
38871,Thorium,110,4260.333,I,yes
38872,Thorium,28,4269.942,I,
38873,Thorium,280,4273.357,II,
38874,Thorium,480,4277.313,II,yes
38875,Thorium,700,4282.042,II,yes
38876,Thorium,28,4288.669,I,
38877,Thorium,55,4297.306,I,
38878,Thorium,85,4299.839,I,
38879,Thorium,100,4307.176,I,
38880,Thorium,200,4309.991,II,
38881,Thorium,55,4315.254,I,
38882,Thorium,110,4318.416,I,
38883,Thorium,30,4325.274,I,
38884,Thorium,28,4330.844,I,
38885,Thorium,130,4337.277,I,yes
38886,Thorium,85,4342.256,II,
38887,Thorium,130,4344.326,II,
38888,Thorium,55,4349.072,I,
38889,Thorium,55,4354.484,I,
38890,Thorium,85,4359.372,I,
38891,Thorium,85,4365.930,I,
38892,Thorium,85,4374.123,I,
38893,Thorium,1300,4381.860,II,yes
38894,Thorium,1100,4391.110,II,yes
38895,Thorium,55,4392.974,I,
38896,Thorium,55,4401.580,I,
38897,Thorium,85,4408.882,I,
38898,Thorium,210,4412.741,II,
38899,Thorium,28,4416.845,I,
38900,Thorium,50,4422.048,I,
38901,Thorium,250,4432.963,II,
38902,Thorium,140,4440.866,II,
38903,Thorium,25,4452.565,I,
38904,Thorium,85,4458.002,I,
38905,Thorium,220,4465.341,II,
38906,Thorium,30,4475.221,I,
38907,Thorium,75,4482.169,I,
38908,Thorium,50,4489.664,I,
38909,Thorium,110,4498.940,I,yes
38910,Thorium,55,4505.216,I,
38911,Thorium,280,4510.527,II,yes
38912,Thorium,70,4521.194,I,
38913,Thorium,22,4530.319,I,
38914,Thorium,40,4535.255,I,
38915,Thorium,30,4545.915,II,
38916,Thorium,100,4555.73,III,
38917,Thorium,70,4555.812,I,
38918,Thorium,40,4563.660,I,
38919,Thorium,65,4570.972,I,
38920,Thorium,50,4588.426,I,
38921,Thorium,50,4589.28,III,
38922,Thorium,75,4595.421,I,
38923,Thorium,26,4612.554,II,
38924,Thorium,30,4621.163,I,
38925,Thorium,140,4631.761,II,
38926,Thorium,30,4641.254,I,
38927,Thorium,140,4651.558,II,
38928,Thorium,23,4663.202,I,
38929,Thorium,50,4669.984,I,
38930,Thorium,65,4676.056,I,
38931,Thorium,50,4686.195,I,
38932,Thorium,140,4694.091,II,
