element,sp_num,obs_wl_air(A),unc_obs_wl,intens,Aki(s^-1),Acc,Type,blank
Ne,1,12746.2264,0.0015,540,,,,
Ne,1,12749.1248,0.0015,710,,,,
Ne,1,12752.7222,0.0014,120*,,,,
Ne,1,12752.7222,0.0014,120*,,,,
Ne,1,12755.6507,0.0014,170,,,,
Ne,1,12759.9494,0.0016,37,,,,
Ne,1,12766.582,0.003,6*,,,,
Ne,1,12766.582,0.003,6*,,,,
Ne,1,12769.5250,0.0014,1600,2.44e+05,C+,,
Ne,1,12776.652,0.003,16,,,,
Ne,1,12853.034,0.004,5,7.34e+04,C+,,
Ne,1,12864.091,0.003,7,8.30e+04,C+,,
Ne,1,12864.730,0.002,11,1.41e+05,C+,,
Ne,2,12865.0551,0.0013,115,,,,
Ne,2,12870.625,0.009,12,,,,
Ne,1,12887.1630,0.0017,14,,,,
Ne,1,12912.0141,0.0014,8400,1.32e+06,C+,,
Ne,1,12980.0736,0.0015,25,,,,
Ne,1,13054.788,0.003,12,,,,
Ne,1,13058.815,0.003,6,,,,
Ne,1,13096.396,0.004,6,,,,
Ne,1,13126.171,0.005,6,,,,
Ne,1,13127.681,0.002,12,,,,
Ne,1,13145.446,0.005,5,,,,
Ne,1,13219.2426,0.0014,4500,7.52e+05,C+,,
Ne,1,13251.199,0.002,8,,,,
Ne,1,13296.547,0.004,6,,,,
Ne,1,13339.714,0.003,10,,,,
Ne,1,13389.290,0.005,7,,,,
Ne,1,13527.073,0.004,5,3.15e+04,C+,,
Ne,2,13541.666,0.012,9,,,,
Ne,1,13585.088,0.007,5,,,,
Ne,1,13738.735,0.004,4,3.70e+04,C+,,
Ne,1,13866.305,0.002,9,,,,
Ne,1,13908.173,0.003,5,,,,
Ne,1,13970.972,0.005,3,,,,
